id,kode_provinsi,nama_provinsi,kode_kabupaten,nama_kabupaten,jumlah_pengangguran_terbuka,satuan,tahun
1,32,JAWA BARAT,3216,KABUPATEN BEKASI,142818,ORANG,2024
